target,query_id,query,pmid,publication_year,journal,title,query_date_utc,truncated
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",31760108,2020,Antiviral research,Development of horse neutralizing immunoglobulin and immunoglobulin fragments against Junín virus.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",31801871,2020,Journal of virology,Monoclonal Antibodies with Neutralizing Activity and Fc-Effector Functions against the Machupo Virus Glycoprotein.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",32111526,2020,Vaccine,Bivalent Junin & Machupo experimental vaccine based on alphavirus RNA replicon vector.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",32269122,2020,Journal of virology,Identification of Common CD8(+) T Cell Epitopes from Lassa Fever Survivors in Nigeria and Sierra Leone.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",33647064,2021,PLoS pathogens,Glycoprotein N-linked glycans play a critical role in arenavirus pathogenicity.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",33654106,2021,NPJ vaccines,ChAdOx1-vectored Lassa fever vaccine elicits a robust cellular and humoral immune response and protects guinea pigs against lethal Lassa virus challenge.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",33689141,2021,Virologica Sinica,"Effects of N-Linked Glycan on Lassa Virus Envelope Glycoprotein Cleavage, Infectivity, and Immune Response.",2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",33952638,2021,Journal of virology,Second-Generation Live-Attenuated Candid#1 Vaccine Virus Resists Reversion and Protects against Lethal Junín Virus Infection in Guinea Pigs.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",34132574,2021,Journal of virology,Antibody-Based Inhibition of Pathogenic New World Hemorrhagic Fever Mammarenaviruses by Steric Occlusion of the Human Transferrin Receptor 1 Apical Domain.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",35091550,2022,Nature communications,Host receptor-targeted therapeutic approach to counter pathogenic New World mammarenavirus infections.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",35214632,2022,Vaccines,Immunization with GP1 but Not Core-like Particles Displaying Isolated Receptor-Binding Epitopes Elicits Virus-Neutralizing Antibodies against Junín Virus.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",35315691,2022,mBio,Contrasting Modes of New World Arenavirus Neutralization by Immunization-Elicited Monoclonal Antibodies.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",35613585,2022,Cell reports,Delineating the mechanism of anti-Lassa virus GPC-A neutralizing antibodies.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",35730904,2022,mBio,Neutralizing Antibodies against Lassa Virus Lineage I.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",35858566,2022,Cell reports,A recombinant VSV-vectored vaccine rapidly protects nonhuman primates against heterologous lethal Lassa fever.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",36288283,2022,Science translational medicine,A cocktail of protective antibodies subverts the dense glycan shield of Lassa virus.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",36400021,2022,Cell host & microbe,Lassa virus glycoprotein nanoparticles elicit neutralizing antibody responses and protection.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",36521442,2022,Cell host & microbe,Holding it together: Nanoparticle stabilization of LASV trimer.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",36609657,2023,Scientific reports,A high-throughput single-particle imaging platform for antibody characterization and a novel competition assay for therapeutic antibodies.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",36719225,2023,mSphere,"VelcroVax: a ""Bolt-On"" Vaccine Platform for Glycoprotein Display.",2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",37059226,2023,Virologica Sinica,Deletion of the first glycosylation site promotes Lassa virus glycoprotein-mediated membrane fusion.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",37209096,2023,Cell reports,Structural conservation of Lassa virus glycoproteins and recognition by neutralizing antibodies.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",37479961,2024,Applied biochemistry and biotechnology,A Multi-epitope Vaccine Candidate Against Bolivian Hemorrhagic fever Caused by Machupo Virus.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",37937408,2023,"Experimental biology and medicine (Maywood, N.J.)",Structural and molecular biology of Sabiá virus.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",38177144,2024,Nature communications,"Cleavage-intermediate Lassa virus trimer elicits neutralizing responses, identifies neutralizing nanobodies, and reveals an apex-situated site-of-vulnerability.",2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",38187682,2023,bioRxiv : the preprint server for biology,Defining bottlenecks and opportunities for Lassa virus neutralization by structural profiling of vaccine-induced polyclonal antibody responses.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",38370709,2024,bioRxiv : the preprint server for biology,Deep mutational scanning reveals functional constraints and antigenic variability of Lassa virus glycoprotein complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",38851430,2024,Virologica Sinica,Identification of residues in Lassa virus glycoprotein 1 involved in receptor switch.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",38932403,2024,Vaccines,Glycoprotein-Specific Polyclonal Antibodies Targeting Machupo Virus Protect Guinea Pigs against Lethal Infection.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",39013466,2024,Immunity,Deep mutational scanning reveals functional constraints and antibody-escape potential of Lassa virus glycoprotein complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",39243373,2024,Cell reports,Defining bottlenecks and opportunities for Lassa virus neutralization by structural profiling of vaccine-induced polyclonal antibody responses.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",39605488,2024,bioRxiv : the preprint server for biology,Conformational ensemble-based framework enables rapid development of Lassa virus vaccine candidates.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",39772257,2024,Viruses,A hTfR1 Receptor-Specific VHH Antibody Neutralizes Pseudoviruses Expressing Glycoproteins from Junín and Machupo Viruses.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",39987102,2025,NPJ vaccines,Structure-guided design of a prefusion GPC trimer induces neutralizing responses against LASV.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",40157130,2025,EBioMedicine,Preclinical development of a replication-competent vesicular stomatitis virus-based Lassa virus vaccine candidate advanced into human clinical trials.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",40168843,2025,EBioMedicine,Mapping the antibody response to Lassa virus vaccination of non-human primates.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",40237264,2025,Biomedical and environmental sciences : BES,Laboratory Diagnosis and Molecular Epidemiological Characterization of the First Imported Case of Lassa Fever in China.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",40367816,2025,Vaccine,A Brighton Collaboration standardized template with key considerations for a benefit/risk assessment for the emergent vesicular stomatitis virus (VSV) viral vector vaccine for Lassa fever.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",40511941,2025,mBio,Structure and stabilization of the antigenic glycoprotein building blocks of the New World mammarenavirus spike complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",40514553,2025,Current microbiology,A New Vaccine Candidate Expressing JUNV GP1-GP2 Against Argentine Hemorrhagic Fever Based on Baculovirus Surface Display.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",40555565,2025,Trends in immunology,Infusion of neutralization into Lassa vaccine design.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",40632652,2025,Cell reports,In situ insights into antibody-mediated neutralization of a pre-fusion Junin virus glycoprotein complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",40632817,2025,PLoS pathogens,Polyclonal B cells acquire LCMV antigens in a GP1-dependent manner.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",41191941,2025,The New England journal of medicine,Safety and Immunogenicity of an rVSV Lassa Fever Vaccine Candidate.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",41208990,2025,Frontiers in immunology,"Safety, tolerability, and immunogenicity of INO-4500, a synthetic DNA-based vaccine against Lassa virus, in a phase 1b clinical trial in healthy Ghanaian adults.",2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",41828716,2026,International journal of molecular sciences,Development of a Conditional Replication System Using a Lassa Virus Glycoprotein Complex-Encoding Retroviral Vector for Isolating Resistant Variants to Inhibitors in BSL-2.,2026-05-01T06:38:30Z,0
Lassa_GPC,L1,"(""Lassa virus"" OR LASV OR arenavirus) AND (GPC OR ""GP1"" OR ""GP2"" OR SSP) AND (escape OR neutralization OR epitope OR antigenic)",42042791,2026,Vaccines,Comparison of Vaccine Platforms for Machupo Virus.,2026-05-01T06:38:30Z,0
Lassa_GPC,L2,"""Lassa virus"" AND ""deep mutational scanning""",38370709,2024,bioRxiv : the preprint server for biology,Deep mutational scanning reveals functional constraints and antigenic variability of Lassa virus glycoprotein complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L2,"""Lassa virus"" AND ""deep mutational scanning""",39013466,2024,Immunity,Deep mutational scanning reveals functional constraints and antibody-escape potential of Lassa virus glycoprotein complex.,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",3523183,1986,Medical microbiology and immunology,Use of monoclonal antibody for the detection of Lassa virus antibody and antigen in patients with Lassa fever.,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",3898484,1985,Transactions of the Royal Society of Tropical Medicine and Hygiene,Endemic Lassa fever in Liberia. IV. Selection of optimally effective plasma for treatment by passive immunization.,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",4037187,1985,The American journal of tropical medicine and hygiene,Kinetic study of platelets and fibrinogen in Lassa virus-infected monkeys and early pathologic events in Mopeia virus-infected monkeys.,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",6619814,1983,Journal of medical virology,"Protection of Lassa virus-infected guinea pigs with Lassa-immune plasma of guinea pig, primate, and human origin.",2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",6715049,1984,Infection and immunity,Passive antibody therapy of Lassa fever in cynomolgus monkeys: importance of neutralizing antibody and Lassa virus strain.,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",6715898,1984,The Journal of infectious diseases,Enhanced treatment of Lassa fever by immune plasma combined with ribavirin in cynomolgus monkeys.,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",6749685,1982,Infection and immunity,Pathogenesis of Lassa virus infection in guinea pigs.,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",7521097,1993,Voprosy virusologii,[The localization and preliminary characteristics of antigenic sites (B epitopes) in the nucleocapsid protein of the Lassa virus].,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",10666248,2000,Journal of virology,Characterization of human CD4(+) T-cell clones recognizing conserved and variable epitopes of the Lassa virus nucleoprotein.,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",16996789,2006,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,Reverse ELISA for IgG and IgM antibodies to detect Lassa virus infections in Africa.,2026-05-01T06:38:30Z,0
Lassa_GPC,L3,"""Lassa virus"" AND (""monoclonal antibody"" OR ""neutralizing antibody"")",17634509,2007,Clinical and vaccine immunology : CVI,Development of recombinant nucleoprotein-based diagnostic systems for Lassa fever.,2026-05-01T06:38:30Z,0
