pathogen,scoring,detector,family,mcc_layer_a,mcc_layer_c,f1_layer_a,f1_layer_c,n_detected,n_gt_a,n_gt_c
H3N2,sasa,LocalContrast(z=1.5),LocalContrast,0.021213,-0.067894,0.08,0.074074,50,25,112
H3N2,sasa,LocalContrast(z=2.0),LocalContrast,0.088564,-0.081668,0.12766,0.014925,22,25,112
H3N2,sasa,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.053126,0.01618,0.0,0.098592,30,25,112
H3N2,sasa,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.034406,0.009486,0.0,0.048,13,25,112
H3N2,sasa,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.026864,-0.024559,0.0,0.016667,8,25,112
H3N2,sasa,AdaptiveKnee,AdaptiveKnee,-0.05831,-0.075355,0.039735,0.159664,126,25,112
H3N2,sasa,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.063402,0.021959,0.118644,0.204878,93,25,112
H3N2,sasa,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.069292,0.059128,0.063218,0.335632,323,25,112
H3N2,sasa,Spectral(z=1.5),Spectral,-0.015501,-0.050452,0.05,0.095808,55,25,112
H3N2,sasa,Spectral(z=2.0),Spectral,-0.00811,-0.071684,0.039216,0.028986,26,25,112
H3N2,sasa,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,25,112
H3N2,sasa,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,25,112
H3N2,sasa,AdaptWin(s=90),AdaptWin,-0.050746,-0.013352,0.047904,0.220472,142,25,112
H3N2,sasa,AdaptWin(s=85),AdaptWin,-0.08227,0.002447,0.038462,0.257627,183,25,112
H3N2,sasa,FreqThresh(p=80),FreqThresh,-0.036365,-0.089548,0.048,0.122642,100,25,112
H3N2,sasa,FreqThresh(p=85),FreqThresh,-0.037007,-0.085345,0.04,0.096257,75,25,112
H3N2,sasa,FreqThresh(p=90),FreqThresh,-0.009179,-0.067894,0.053333,0.074074,50,25,112
H3N2,sasa,FreqThresh(p=95),FreqThresh,-0.006332,-0.0034,0.04,0.072993,25,25,112
H3N2,sasa,"SWAN(w=10,k=1.0)",SWAN,-0.159871,-0.026568,0.0,0.24,188,25,112
H3N2,sasa,"SWAN(w=10,k=1.5)",SWAN,-0.1376,0.034824,0.0,0.264151,153,25,112
H3N2,sasa,"SWAN(w=10,k=2.0)",SWAN,-0.125124,0.058921,0.0,0.269388,133,25,112
H3N2,sasa,"SWAN(w=20,k=1.0)",SWAN,-0.144513,0.001716,0.0,0.246377,164,25,112
H3N2,sasa,"SWAN(w=20,k=1.5)",SWAN,-0.130107,0.040663,0.0,0.26087,141,25,112
H3N2,sasa,"SWAN(w=20,k=2.0)",SWAN,-0.128238,0.036965,0.0,0.256,138,25,112
H3N2,sasa,"SWAN(w=50,k=1.0)",SWAN,-0.142622,0.007892,0.0,0.249084,161,25,112
H3N2,sasa,"SWAN(w=50,k=1.5)",SWAN,-0.142622,0.007892,0.0,0.249084,161,25,112
H3N2,sasa,"SWAN(w=50,k=2.0)",SWAN,-0.135723,0.010798,0.0,0.244275,150,25,112
H3N2,sasa,MutClust-Orig(g=10),MutClust-Orig,0.005122,-0.037322,0.088292,0.328947,496,25,112
H3N2,grantham,Wavelet(t=1.0),Wavelet,-0.091319,-0.147689,0.0,0.052083,80,25,112
H3N2,grantham,Wavelet(t=1.5),Wavelet,-0.081718,-0.147832,0.0,0.033708,66,25,112
H3N2,grantham,Wavelet(t=2.0),Wavelet,-0.069963,-0.115118,0.0,0.037037,50,25,112
H3N2,grantham,KDE(p=75),KDE,-0.086429,0.072992,0.024845,0.282258,136,25,112
H3N2,grantham,KDE(p=80),KDE,-0.110096,0.119511,0.0,0.298643,109,25,112
H3N2,grantham,KDE(p=85),KDE,-0.092653,0.153638,0.0,0.298969,82,25,112
H3N2,grantham,SlidingTest(p=0.01),SlidingTest,-0.009436,-0.021896,0.0,0.0,1,25,112
H3N2,grantham,SlidingTest(p=0.05),SlidingTest,0.166528,-0.021043,0.204082,0.058824,24,25,112
H3N2,grantham,GradPeak(p=0.2),GradPeak,0.038346,-0.025748,0.101266,0.204082,133,25,112
H3N2,grantham,GradPeak(p=0.5),GradPeak,0.040435,-0.021492,0.102564,0.205761,131,25,112
H3N2,grantham,LocalContrast(z=1.0),LocalContrast,-0.023273,0.082795,0.059259,0.27027,110,25,112
H3N2,grantham,LocalContrast(z=1.5),LocalContrast,0.033201,0.069625,0.088235,0.167742,43,25,112
H3N2,grantham,LocalContrast(z=2.0),LocalContrast,0.030786,0.023621,0.055556,0.04878,11,25,112
H3N2,grantham,"CUSUM(d=0.3,h=3.0)",CUSUM,0.026751,-0.014711,0.054054,0.032258,12,25,112
H3N2,grantham,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.016375,0.023408,0.0,0.017391,3,25,112
H3N2,grantham,"CUSUM(d=0.5,h=5.0)",CUSUM,0.0,0.0,0.0,0.0,0,25,112
H3N2,grantham,AdaptiveKnee,AdaptiveKnee,-0.014276,0.073944,0.050633,0.192771,54,25,112
H3N2,grantham,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.092653,-0.100591,0.0,0.092784,82,25,112
H3N2,grantham,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.011242,-0.017692,0.089136,0.300448,334,25,112
H3N2,grantham,Spectral(z=1.5),Spectral,-0.002289,0.094405,0.057143,0.191083,45,25,112
H3N2,grantham,Spectral(z=2.0),Spectral,-0.00811,0.09885,0.039216,0.144928,26,25,112
H3N2,grantham,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,25,112
H3N2,grantham,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,25,112
H3N2,grantham,AdaptWin(s=90),AdaptWin,0.031068,0.025747,0.097087,0.273038,181,25,112
H3N2,grantham,AdaptWin(s=85),AdaptWin,0.00395,-0.02046,0.086705,0.295612,321,25,112
H3N2,grantham,FreqThresh(p=80),FreqThresh,-0.021406,0.133679,0.06015,0.309091,108,25,112
H3N2,grantham,FreqThresh(p=85),FreqThresh,0.006678,0.080396,0.075472,0.238342,81,25,112
H3N2,grantham,FreqThresh(p=90),FreqThresh,-0.014276,0.073944,0.050633,0.192771,54,25,112
H3N2,grantham,FreqThresh(p=95),FreqThresh,-0.009827,0.0509,0.038462,0.115108,27,25,112
H3N2,grantham,"SWAN(w=10,k=1.0)",SWAN,0.042143,0.033325,0.103448,0.260536,149,25,112
H3N2,grantham,"SWAN(w=10,k=1.5)",SWAN,0.070309,0.022837,0.123894,0.2,88,25,112
H3N2,grantham,"SWAN(w=10,k=2.0)",SWAN,0.096777,0.018459,0.146341,0.153846,57,25,112
H3N2,grantham,"SWAN(w=20,k=1.0)",SWAN,0.042398,0.095706,0.102804,0.325581,189,25,112
H3N2,grantham,"SWAN(w=20,k=1.5)",SWAN,0.137408,0.027632,0.176471,0.190476,77,25,112
H3N2,grantham,"SWAN(w=20,k=2.0)",SWAN,-0.039495,0.012899,0.0,0.062016,17,25,112
H3N2,grantham,"SWAN(w=50,k=1.0)",SWAN,0.070909,0.067707,0.116592,0.309677,198,25,112
H3N2,grantham,"SWAN(w=50,k=1.5)",SWAN,-0.085894,0.015423,0.0,0.173913,72,25,112
H3N2,grantham,"SWAN(w=50,k=2.0)",SWAN,-0.054057,-0.027348,0.0,0.06993,31,25,112
H3N2,grantham,MutClust-Orig(g=10),MutClust-Orig,0.018925,-0.062539,0.088652,0.337942,539,25,112
H3N2,dnds_proxy,Wavelet(t=1.0),Wavelet,0.203939,-0.099773,0.215385,0.119816,105,25,112
H3N2,dnds_proxy,Wavelet(t=1.5),Wavelet,0.304879,-0.080623,0.325,0.071856,55,25,112
H3N2,dnds_proxy,Wavelet(t=2.0),Wavelet,0.166528,0.001101,0.204082,0.073529,24,25,112
H3N2,dnds_proxy,KDE(p=75),KDE,0.380043,-0.074075,0.310559,0.169355,136,25,112
H3N2,dnds_proxy,KDE(p=80),KDE,0.438366,-0.039572,0.373134,0.171946,109,25,112
H3N2,dnds_proxy,KDE(p=85),KDE,0.520893,-0.024323,0.46729,0.154639,82,25,112
H3N2,dnds_proxy,SlidingTest(p=0.01),SlidingTest,0.268173,-0.001697,0.297297,0.124224,49,25,112
H3N2,dnds_proxy,SlidingTest(p=0.05),SlidingTest,0.299828,-0.014104,0.306122,0.151351,73,25,112
H3N2,dnds_proxy,GradPeak(p=0.2),GradPeak,0.049761,0.007499,0.105263,0.134969,51,25,112
H3N2,dnds_proxy,GradPeak(p=0.5),GradPeak,0.077529,0.040036,0.12,0.10219,25,25,112
H3N2,dnds_proxy,LocalContrast(z=1.0),LocalContrast,-0.012641,-0.035104,0.059406,0.138298,76,25,112
H3N2,dnds_proxy,LocalContrast(z=1.5),LocalContrast,-0.009179,-0.052152,0.053333,0.08642,50,25,112
H3N2,dnds_proxy,LocalContrast(z=2.0),LocalContrast,0.030599,-0.053792,0.076923,0.043165,27,25,112
H3N2,dnds_proxy,"CUSUM(d=0.3,h=3.0)",CUSUM,0.117612,0.018835,0.146341,0.0625,16,25,112
H3N2,dnds_proxy,"CUSUM(d=0.5,h=4.0)",CUSUM,0.052794,0.02244,0.0625,0.033613,7,25,112
H3N2,dnds_proxy,"CUSUM(d=0.5,h=5.0)",CUSUM,0.060841,0.076736,0.064516,0.050847,6,25,112
H3N2,dnds_proxy,AdaptiveKnee,AdaptiveKnee,0.075796,-0.044963,0.128205,0.09697,53,25,112
H3N2,dnds_proxy,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.024957,0.064573,0.081448,0.347826,417,25,112
H3N2,dnds_proxy,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.023078,0.055361,0.084,0.34753,475,25,112
H3N2,dnds_proxy,Spectral(z=1.5),Spectral,0.114959,-0.029472,0.16129,0.080537,37,25,112
H3N2,dnds_proxy,Spectral(z=2.0),Spectral,0.092659,-0.03143,0.130435,0.045113,21,25,112
H3N2,dnds_proxy,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,25,112
H3N2,dnds_proxy,Bayes(prior=0.15),Bayes,0.052794,0.02244,0.0625,0.033613,7,25,112
H3N2,dnds_proxy,AdaptWin(s=90),AdaptWin,0.046164,-0.06078,0.105882,0.18677,145,25,112
H3N2,dnds_proxy,AdaptWin(s=85),AdaptWin,0.05215,0.042558,0.09505,0.344595,480,25,112
H3N2,dnds_proxy,FreqThresh(p=80),FreqThresh,0.08735,-0.028209,0.134328,0.180995,109,25,112
H3N2,dnds_proxy,FreqThresh(p=85),FreqThresh,0.103681,-0.062457,0.149533,0.123711,82,25,112
H3N2,dnds_proxy,FreqThresh(p=90),FreqThresh,0.073815,-0.047728,0.126582,0.096386,54,25,112
H3N2,dnds_proxy,FreqThresh(p=95),FreqThresh,0.11145,-0.032854,0.153846,0.057554,27,25,112
H3N2,dnds_proxy,"SWAN(w=10,k=1.0)",SWAN,0.135517,-0.066033,0.174757,0.115789,78,25,112
H3N2,dnds_proxy,"SWAN(w=10,k=1.5)",SWAN,0.155828,-0.069112,0.193548,0.1,68,25,112
H3N2,dnds_proxy,"SWAN(w=10,k=2.0)",SWAN,0.195912,-0.014651,0.235294,0.103226,43,25,112
H3N2,dnds_proxy,"SWAN(w=20,k=1.0)",SWAN,0.141847,-0.075972,0.176991,0.12,88,25,112
H3N2,dnds_proxy,"SWAN(w=20,k=1.5)",SWAN,0.205666,-0.046354,0.238095,0.105263,59,25,112
H3N2,dnds_proxy,"SWAN(w=20,k=2.0)",SWAN,0.208527,-0.043664,0.240964,0.105882,58,25,112
H3N2,dnds_proxy,"SWAN(w=50,k=1.0)",SWAN,0.160572,-0.053056,0.194175,0.126316,78,25,112
H3N2,dnds_proxy,"SWAN(w=50,k=1.5)",SWAN,0.160572,-0.053056,0.194175,0.126316,78,25,112
H3N2,dnds_proxy,"SWAN(w=50,k=2.0)",SWAN,0.180028,-0.044169,0.212766,0.121547,69,25,112
H3N2,dnds_proxy,MutClust-Orig(g=10),MutClust-Orig,0.018925,-0.062539,0.088652,0.337942,539,25,112
H3N2,semantic_change,Wavelet(t=1.0),Wavelet,-0.085894,-0.132205,0.0,0.054348,72,25,112
H3N2,semantic_change,Wavelet(t=1.5),Wavelet,-0.070731,-0.117318,0.0,0.03681,51,25,112
H3N2,semantic_change,Wavelet(t=2.0),Wavelet,-0.053126,-0.123274,0.0,0.0,30,25,112
H3N2,semantic_change,KDE(p=75),KDE,-0.126992,0.241067,0.0,0.41129,136,25,112
H3N2,semantic_change,KDE(p=80),KDE,-0.110096,0.244504,0.0,0.39819,109,25,112
H3N2,semantic_change,KDE(p=85),KDE,-0.092653,0.17906,0.0,0.319588,82,25,112
H3N2,semantic_change,SlidingTest(p=0.01),SlidingTest,-0.047521,0.147899,0.024096,0.258824,58,25,112
H3N2,semantic_change,SlidingTest(p=0.05),SlidingTest,0.094055,0.110447,0.139535,0.287037,104,25,112
H3N2,semantic_change,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0,25,112
H3N2,semantic_change,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,25,112
H3N2,semantic_change,LocalContrast(z=1.0),LocalContrast,0.033964,0.009105,0.096154,0.17801,79,25,112
H3N2,semantic_change,LocalContrast(z=1.5),LocalContrast,0.002181,0.02278,0.059701,0.12987,42,25,112
H3N2,semantic_change,LocalContrast(z=2.0),LocalContrast,-0.044064,0.01578,0.0,0.075188,21,25,112
H3N2,semantic_change,"CUSUM(d=0.3,h=3.0)",CUSUM,0.008407,0.058151,0.046512,0.092308,18,25,112
H3N2,semantic_change,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.025106,-0.017908,0.0,0.016807,7,25,112
H3N2,semantic_change,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.018925,-0.043914,0.0,0.0,4,25,112
H3N2,semantic_change,AdaptiveKnee,AdaptiveKnee,0.013905,0.051542,0.066667,0.136054,35,25,112
H3N2,semantic_change,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.026072,-0.053671,0.093664,0.284444,338,25,112
H3N2,semantic_change,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.00372,-0.106441,0.088123,0.315271,497,25,112
H3N2,semantic_change,Spectral(z=1.5),Spectral,0.013905,0.125681,0.066667,0.190476,35,25,112
H3N2,semantic_change,Spectral(z=2.0),Spectral,-0.038279,0.099579,0.0,0.109375,16,25,112
H3N2,semantic_change,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,25,112
H3N2,semantic_change,Bayes(prior=0.15),Bayes,-0.009436,-0.021896,0.0,0.0,1,25,112
H3N2,semantic_change,AdaptWin(s=90),AdaptWin,0.021798,-0.042751,0.092593,0.277372,299,25,112
H3N2,semantic_change,AdaptWin(s=85),AdaptWin,0.083819,0.057835,0.1002,0.348123,474,25,112
H3N2,semantic_change,FreqThresh(p=80),FreqThresh,0.110681,0.099472,0.150376,0.281818,108,25,112
H3N2,semantic_change,FreqThresh(p=85),FreqThresh,0.105342,0.093172,0.150943,0.248705,81,25,112
H3N2,semantic_change,FreqThresh(p=90),FreqThresh,0.044451,0.028317,0.101266,0.156627,54,25,112
H3N2,semantic_change,FreqThresh(p=95),FreqThresh,0.030599,0.0509,0.076923,0.115108,27,25,112
H3N2,semantic_change,"SWAN(w=10,k=1.0)",SWAN,0.134708,0.093258,0.156425,0.308271,154,25,112
H3N2,semantic_change,"SWAN(w=10,k=1.5)",SWAN,0.167249,0.083663,0.18705,0.274336,114,25,112
H3N2,semantic_change,"SWAN(w=10,k=2.0)",SWAN,0.145,0.098328,0.176,0.273585,100,25,112
H3N2,semantic_change,"SWAN(w=20,k=1.0)",SWAN,0.144844,0.065513,0.160428,0.291971,162,25,112
H3N2,semantic_change,"SWAN(w=20,k=1.5)",SWAN,0.179986,0.10938,0.188679,0.308943,134,25,112
H3N2,semantic_change,"SWAN(w=20,k=2.0)",SWAN,0.173561,0.134704,0.187919,0.322034,124,25,112
H3N2,semantic_change,"SWAN(w=50,k=1.0)",SWAN,0.122224,0.06022,0.144231,0.298305,183,25,112
H3N2,semantic_change,"SWAN(w=50,k=1.5)",SWAN,0.082095,0.064644,0.125,0.293907,167,25,112
H3N2,semantic_change,"SWAN(w=50,k=2.0)",SWAN,-0.110728,0.116768,0.0,0.297297,110,25,112
H3N2,semantic_change,MutClust-Orig(g=10),MutClust-Orig,-0.049838,0.105261,0.056075,0.332226,189,25,112
H3N2,EVEscape_composite,Wavelet(t=1.0),Wavelet,0.030168,-0.014134,0.090909,0.137143,63,25,112
H3N2,EVEscape_composite,Wavelet(t=1.5),Wavelet,0.085475,-0.059666,0.133333,0.054422,35,25,112
H3N2,EVEscape_composite,Wavelet(t=2.0),Wavelet,0.149453,-0.022762,0.181818,0.045802,19,25,112
H3N2,EVEscape_composite,KDE(p=75),KDE,0.258355,-0.06357,0.236025,0.177419,136,25,112
H3N2,EVEscape_composite,KDE(p=80),KDE,0.109288,-0.039572,0.149254,0.171946,109,25,112
H3N2,EVEscape_composite,KDE(p=85),KDE,-0.068112,-0.037034,0.018692,0.14433,82,25,112
H3N2,EVEscape_composite,SlidingTest(p=0.01),SlidingTest,-0.053126,-0.08343,0.0,0.028169,30,25,112
H3N2,EVEscape_composite,SlidingTest(p=0.05),SlidingTest,-0.054825,-0.022471,0.021978,0.134831,66,25,112
H3N2,EVEscape_composite,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0,25,112
H3N2,EVEscape_composite,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,25,112
H3N2,EVEscape_composite,LocalContrast(z=1.0),LocalContrast,0.024457,-0.094607,0.082192,0.05,48,25,112
H3N2,EVEscape_composite,LocalContrast(z=1.5),LocalContrast,0.043072,-0.068472,0.095238,0.053333,38,25,112
H3N2,EVEscape_composite,LocalContrast(z=2.0),LocalContrast,-0.0131,-0.060356,0.037037,0.042553,29,25,112
H3N2,EVEscape_composite,"CUSUM(d=0.3,h=3.0)",CUSUM,0.030786,-0.040994,0.055556,0.01626,11,25,112
H3N2,EVEscape_composite,"CUSUM(d=0.5,h=4.0)",CUSUM,0.060841,-0.053884,0.064516,0.0,6,25,112
H3N2,EVEscape_composite,"CUSUM(d=0.5,h=5.0)",CUSUM,0.070822,-0.049143,0.066667,0.0,5,25,112
H3N2,EVEscape_composite,AdaptiveKnee,AdaptiveKnee,-0.007851,-0.065237,0.054054,0.074534,49,25,112
H3N2,EVEscape_composite,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.015188,0.044256,0.090261,0.338583,396,25,112
H3N2,EVEscape_composite,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.029335,0.012104,0.081545,0.332731,441,25,112
H3N2,EVEscape_composite,Spectral(z=1.5),Spectral,0.100727,-0.043586,0.145455,0.056338,30,25,112
H3N2,EVEscape_composite,Spectral(z=2.0),Spectral,0.101632,-0.022762,0.136364,0.045802,19,25,112
H3N2,EVEscape_composite,Bayes(prior=0.1),Bayes,0.030786,-0.040994,0.055556,0.01626,11,25,112
H3N2,EVEscape_composite,Bayes(prior=0.15),Bayes,0.002181,-0.079446,0.059701,0.051948,42,25,112
H3N2,EVEscape_composite,AdaptWin(s=90),AdaptWin,-0.021371,-0.092561,0.047059,0.069767,60,25,112
H3N2,EVEscape_composite,AdaptWin(s=85),AdaptWin,-0.004463,-0.106869,0.068966,0.098522,91,25,112
H3N2,EVEscape_composite,FreqThresh(p=80),FreqThresh,-0.0127,-0.087466,0.064516,0.123223,99,25,112
H3N2,EVEscape_composite,FreqThresh(p=85),FreqThresh,0.015189,-0.109624,0.080808,0.075269,74,25,112
H3N2,EVEscape_composite,FreqThresh(p=90),FreqThresh,-0.009179,-0.067894,0.053333,0.074074,50,25,112
H3N2,EVEscape_composite,FreqThresh(p=95),FreqThresh,-0.006332,-0.025118,0.04,0.058394,25,25,112
H3N2,EVEscape_composite,"SWAN(w=10,k=1.0)",SWAN,-0.024711,-0.085195,0.045455,0.08,63,25,112
H3N2,EVEscape_composite,"SWAN(w=10,k=1.5)",SWAN,-0.006499,-0.078573,0.054795,0.0625,48,25,112
H3N2,EVEscape_composite,"SWAN(w=10,k=2.0)",SWAN,0.035598,-0.068553,0.08,0.029197,25,25,112
H3N2,EVEscape_composite,"SWAN(w=20,k=1.0)",SWAN,0.02727,-0.103854,0.088889,0.067797,65,25,112
H3N2,EVEscape_composite,"SWAN(w=20,k=1.5)",SWAN,-0.047521,-0.087871,0.024096,0.070588,58,25,112
H3N2,EVEscape_composite,"SWAN(w=20,k=2.0)",SWAN,-0.025818,-0.086313,0.031746,0.04,38,25,112
H3N2,EVEscape_composite,"SWAN(w=50,k=1.0)",SWAN,0.002093,-0.081822,0.072727,0.111675,85,25,112
H3N2,EVEscape_composite,"SWAN(w=50,k=1.5)",SWAN,0.024456,-0.094377,0.086957,0.078212,67,25,112
H3N2,EVEscape_composite,"SWAN(w=50,k=2.0)",SWAN,0.085475,-0.078201,0.133333,0.040816,35,25,112
H3N2,EVEscape_composite,MutClust-Orig(g=10),MutClust-Orig,0.137718,-0.002833,0.179775,0.147727,64,25,112
H3N2,EqualWeight,Wavelet(t=1.0),Wavelet,-0.091987,-0.136793,0.0,0.062176,81,25,112
H3N2,EqualWeight,Wavelet(t=1.5),Wavelet,-0.079589,-0.142043,0.0,0.034286,63,25,112
H3N2,EqualWeight,Wavelet(t=2.0),Wavelet,-0.061951,-0.126329,0.0,0.013158,40,25,112
H3N2,EqualWeight,KDE(p=75),KDE,-0.126992,0.167534,0.0,0.354839,136,25,112
H3N2,EqualWeight,KDE(p=80),KDE,-0.110096,0.1536,0.0,0.325792,109,25,112
H3N2,EqualWeight,KDE(p=85),KDE,-0.092653,0.166349,0.0,0.309278,82,25,112
H3N2,EqualWeight,SlidingTest(p=0.01),SlidingTest,-0.059898,0.027864,0.039216,0.241667,128,25,112
H3N2,EqualWeight,SlidingTest(p=0.05),SlidingTest,-0.053567,0.06807,0.051282,0.297872,170,25,112
H3N2,EqualWeight,GradPeak(p=0.2),GradPeak,-0.013357,0.04414,0.0,0.017544,2,25,112
H3N2,EqualWeight,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,25,112
H3N2,EqualWeight,LocalContrast(z=1.0),LocalContrast,0.05601,-0.021811,0.113208,0.15544,81,25,112
H3N2,EqualWeight,LocalContrast(z=1.5),LocalContrast,0.080086,-0.083659,0.129032,0.040268,37,25,112
H3N2,EqualWeight,LocalContrast(z=2.0),LocalContrast,0.010966,-0.065508,0.047619,0.015504,17,25,112
H3N2,EqualWeight,"CUSUM(d=0.3,h=3.0)",CUSUM,0.035598,-0.025118,0.08,0.058394,25,25,112
H3N2,EqualWeight,"CUSUM(d=0.5,h=4.0)",CUSUM,0.030786,0.055928,0.055556,0.065041,11,25,112
H3N2,EqualWeight,"CUSUM(d=0.5,h=5.0)",CUSUM,0.040309,0.040771,0.058824,0.049587,9,25,112
H3N2,EqualWeight,AdaptiveKnee,AdaptiveKnee,0.111962,-0.050631,0.15873,0.066667,38,25,112
H3N2,EqualWeight,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.101687,0.027046,0.03876,0.295652,233,25,112
H3N2,EqualWeight,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.088179,0.060375,0.071429,0.348135,451,25,112
H3N2,EqualWeight,Spectral(z=1.5),Spectral,0.110007,-0.039307,0.157895,0.09816,51,25,112
H3N2,EqualWeight,Spectral(z=2.0),Spectral,0.128022,0.003684,0.172414,0.096552,33,25,112
H3N2,EqualWeight,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,25,112
H3N2,EqualWeight,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,25,112
H3N2,EqualWeight,AdaptWin(s=90),AdaptWin,0.035434,-0.007146,0.095718,0.31405,372,25,112
H3N2,EqualWeight,AdaptWin(s=85),AdaptWin,-0.005328,0.004364,0.087121,0.338211,503,25,112
H3N2,EqualWeight,FreqThresh(p=80),FreqThresh,0.043473,-0.039572,0.104478,0.171946,109,25,112
H3N2,EqualWeight,FreqThresh(p=85),FreqThresh,0.054598,-0.037034,0.11215,0.14433,82,25,112
H3N2,EqualWeight,FreqThresh(p=90),FreqThresh,0.071875,-0.065537,0.125,0.083832,55,25,112
H3N2,EqualWeight,FreqThresh(p=95),FreqThresh,0.107718,-0.015957,0.150943,0.071429,28,25,112
H3N2,EqualWeight,"SWAN(w=10,k=1.0)",SWAN,-0.050626,0.112707,0.055814,0.337748,190,25,112
H3N2,EqualWeight,"SWAN(w=10,k=1.5)",SWAN,-0.046677,0.11372,0.057143,0.3367,185,25,112
H3N2,EqualWeight,"SWAN(w=10,k=2.0)",SWAN,-0.029678,0.090934,0.063492,0.311594,164,25,112
H3N2,EqualWeight,"SWAN(w=20,k=1.0)",SWAN,-0.055328,0.100195,0.054299,0.331169,196,25,112
H3N2,EqualWeight,"SWAN(w=20,k=1.5)",SWAN,-0.04905,0.107365,0.056338,0.333333,188,25,112
H3N2,EqualWeight,"SWAN(w=20,k=2.0)",SWAN,-0.047469,0.111594,0.056872,0.33557,186,25,112
H3N2,EqualWeight,"SWAN(w=50,k=1.0)",SWAN,-0.024451,0.085878,0.070175,0.32381,203,25,112
H3N2,EqualWeight,"SWAN(w=50,k=1.5)",SWAN,-0.155342,0.074023,0.0,0.307167,181,25,112
H3N2,EqualWeight,"SWAN(w=50,k=2.0)",SWAN,-0.155342,0.074023,0.0,0.307167,181,25,112
H3N2,EqualWeight,MutClust-Orig(g=10),MutClust-Orig,0.013357,0.030995,0.088339,0.343032,541,25,112
H3N2,tranception,Wavelet(t=1.0),Wavelet,-0.092653,-0.113303,0.0,0.082474,82,25,112
H3N2,tranception,Wavelet(t=1.5),Wavelet,-0.075236,-0.085484,0.0,0.071006,57,25,112
H3N2,tranception,Wavelet(t=2.0),Wavelet,-0.049266,-0.093001,0.0,0.014493,26,25,112
H3N2,tranception,KDE(p=75),KDE,-0.106711,-0.06357,0.012422,0.177419,136,25,112
H3N2,tranception,KDE(p=80),KDE,-0.110096,-0.062298,0.0,0.153846,109,25,112
H3N2,tranception,KDE(p=85),KDE,-0.092653,0.0011,0.0,0.175258,82,25,112
H3N2,tranception,SlidingTest(p=0.01),SlidingTest,-0.107563,-0.076724,0.0,0.138249,105,25,112
H3N2,tranception,SlidingTest(p=0.05),SlidingTest,-0.125746,-0.122873,0.0,0.130081,134,25,112
H3N2,tranception,GradPeak(p=0.2),GradPeak,0.037828,-0.043664,0.096386,0.105882,58,25,112
H3N2,tranception,GradPeak(p=0.5),GradPeak,0.085475,-0.022597,0.133333,0.081633,35,25,112
H3N2,tranception,LocalContrast(z=1.0),LocalContrast,-0.025076,-0.05127,0.053097,0.14,88,25,112
H3N2,tranception,LocalContrast(z=1.5),LocalContrast,-0.014276,-0.01731,0.050633,0.120482,54,25,112
H3N2,tranception,LocalContrast(z=2.0),LocalContrast,-0.0131,0.020616,0.037037,0.099291,29,25,112
H3N2,tranception,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.049266,0.013583,0.0,0.086957,26,25,112
H3N2,tranception,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.033025,-0.076633,0.0,0.0,12,25,112
H3N2,tranception,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.026864,-0.062336,0.0,0.0,8,25,112
H3N2,tranception,AdaptiveKnee,AdaptiveKnee,-0.029767,-0.091677,0.066038,0.19398,187,25,112
H3N2,tranception,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.059492,0.140959,0.107023,0.373057,274,25,112
H3N2,tranception,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.068892,0.027935,0.072072,0.335217,419,25,112
