pathogen,score,detector,family,n_sequences,n_unique,seq_length,gt_adaptive_size,gt_constrained_size,gt_dms_size,mcc_adaptive,f1_adaptive,precision_adaptive,recall_adaptive,enrichment_adaptive,constrained_fpr,dms_f1,composite_score,n_detected
SARS-CoV-2,P*E,FreqThresh(p=95),FreqThresh,4982,753,1259,25,154,252,-0.0145,0.0,0.0,0.0,0.0,0.026,0.0151,-0.0078,13
SARS-CoV-2,P*E,"SWAN(w=10,k=1.0)",SWAN,4982,753,1259,25,154,252,-0.0156,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,15
SARS-CoV-2,P*E,MutClust-Orig(g=10),MutClust-Orig,4982,753,1259,25,154,252,0.0663,0.0552,0.0286,0.76,1.441,0.6623,0.2751,-0.1435,664
SARS-CoV-2,H-score,Wavelet(t=1.0),Wavelet,4982,753,1259,25,154,252,0.0384,0.0491,0.0256,0.6,1.2891,0.6818,0.2291,-0.1554,586
SARS-CoV-2,H-score,Wavelet(t=1.5),Wavelet,4982,753,1259,25,154,252,0.002,0.0364,0.0205,0.16,1.033,0.3766,0.2013,-0.0766,195
SARS-CoV-2,H-score,Wavelet(t=2.0),Wavelet,4982,753,1259,25,154,252,-0.0004,0.0263,0.0196,0.04,0.9875,0.0779,0.0594,0.0029,51
SARS-CoV-2,H-score,KDE(p=75),KDE,4982,753,1259,25,154,252,-0.0034,0.0353,0.019,0.24,0.9592,0.4545,0.1587,-0.1011,315
SARS-CoV-2,H-score,KDE(p=80),KDE,4982,753,1259,25,154,252,-0.0001,0.0361,0.0198,0.2,0.9992,0.3442,0.123,-0.0671,252
SARS-CoV-2,H-score,KDE(p=85),KDE,4982,753,1259,25,154,252,0.0039,0.0374,0.0212,0.16,1.0658,0.1883,0.0907,-0.0191,189
SARS-CoV-2,H-score,SlidingTest(p=0.05),SlidingTest,4982,753,1259,25,154,252,0.0391,0.0615,0.05,0.08,2.518,0.0065,0.1027,0.0596,40
SARS-CoV-2,H-score,GradPeak(p=0.2),GradPeak,4982,753,1259,25,154,252,0.0361,0.0512,0.0272,0.44,1.3678,0.487,0.2405,-0.0949,405
SARS-CoV-2,H-score,GradPeak(p=0.5),GradPeak,4982,753,1259,25,154,252,0.028,0.0483,0.0257,0.4,1.2946,0.487,0.2434,-0.0978,389
SARS-CoV-2,H-score,LocalContrast(z=1.0),LocalContrast,4982,753,1259,25,154,252,-0.0046,0.0238,0.0169,0.04,0.8536,0.0649,0.0579,0.0043,59
SARS-CoV-2,H-score,LocalContrast(z=1.5),LocalContrast,4982,753,1259,25,154,252,-0.0009,0.026,0.0192,0.04,0.9685,0.0649,0.0592,0.0065,52
SARS-CoV-2,H-score,LocalContrast(z=2.0),LocalContrast,4982,753,1259,25,154,252,0.0033,0.0286,0.0222,0.04,1.1191,0.0649,0.0606,0.0091,45
SARS-CoV-2,H-score,"CUSUM(d=0.3,h=3.0)",CUSUM,4982,753,1259,25,154,252,0.0351,0.0545,0.0302,0.28,1.5195,0.3571,0.1942,-0.0527,232
SARS-CoV-2,H-score,"CUSUM(d=0.5,h=4.0)",CUSUM,4982,753,1259,25,154,252,0.0294,0.0533,0.04,0.08,2.0144,0.0065,0.0397,0.0514,50
SARS-CoV-2,H-score,"CUSUM(d=0.5,h=5.0)",CUSUM,4982,753,1259,25,154,252,0.0194,0.0392,0.0385,0.04,1.9369,0.0,0.0288,0.0392,26
SARS-CoV-2,H-score,AdaptiveKnee,AdaptiveKnee,4982,753,1259,25,154,252,0.0253,0.05,0.0364,0.08,1.8313,0.0714,0.0586,0.0286,55
SARS-CoV-2,H-score,ScoreDBSCAN(ep=8),ScoreDBSCAN,4982,753,1259,25,154,252,0.0082,0.0317,0.0263,0.04,1.3253,0.0649,0.0621,0.0123,38
SARS-CoV-2,H-score,ScoreDBSCAN(ep=15),ScoreDBSCAN,4982,753,1259,25,154,252,0.0053,0.0299,0.0238,0.04,1.199,0.0649,0.0612,0.0104,42
SARS-CoV-2,H-score,Spectral(z=1.5),Spectral,4982,753,1259,25,154,252,0.0091,0.0377,0.0247,0.08,1.2435,0.0909,0.0721,0.0105,81
SARS-CoV-2,H-score,Spectral(z=2.0),Spectral,4982,753,1259,25,154,252,0.0509,0.0714,0.0645,0.08,3.249,0.0195,0.0283,0.0656,31
SARS-CoV-2,H-score,Bayes(prior=0.1),Bayes,4982,753,1259,25,154,252,0.0329,0.0571,0.0375,0.12,1.8885,0.0714,0.0663,0.0357,80
SARS-CoV-2,H-score,Bayes(prior=0.15),Bayes,4982,753,1259,25,154,252,0.0329,0.0571,0.0375,0.12,1.8885,0.0714,0.0663,0.0357,80
SARS-CoV-2,H-score,Ensemble(v>=2),Ensemble,4982,753,1259,25,154,252,0.0033,0.0286,0.0222,0.04,1.1191,0.0649,0.0606,0.0091,45
SARS-CoV-2,H-score,Ensemble(v>=3),Ensemble,4982,753,1259,25,154,252,0.0033,0.0286,0.0222,0.04,1.1191,0.0649,0.0606,0.0091,45
SARS-CoV-2,H-score,AdaptWin(s=90),AdaptWin,4982,753,1259,25,154,252,0.0107,0.0415,0.0231,0.2,1.1657,0.2922,0.1197,-0.0462,216
SARS-CoV-2,H-score,AdaptWin(s=85),AdaptWin,4982,753,1259,25,154,252,-0.046,0.0254,0.0132,0.32,0.6648,0.6039,0.2634,-0.1558,606
SARS-CoV-2,H-score,FreqThresh(p=80),FreqThresh,4982,753,1259,25,154,252,-0.0216,0.0261,0.0142,0.16,0.7169,0.3442,0.1538,-0.0771,281
SARS-CoV-2,H-score,FreqThresh(p=85),FreqThresh,4982,753,1259,25,154,252,0.0073,0.0392,0.0223,0.16,1.1254,0.1429,0.0928,-0.0036,179
SARS-CoV-2,H-score,FreqThresh(p=90),FreqThresh,4982,753,1259,25,154,252,0.0469,0.0678,0.043,0.16,2.166,0.1104,0.0754,0.0347,93
SARS-CoV-2,H-score,FreqThresh(p=95),FreqThresh,4982,753,1259,25,154,252,-0.0145,0.0,0.0,0.0,0.0,0.026,0.0151,-0.0078,13
SARS-CoV-2,H-score,"SWAN(w=10,k=1.0)",SWAN,4982,753,1259,25,154,252,-0.0134,0.0,0.0,0.0,0.0,0.0,0.038,0.0,11
SARS-CoV-2,H-score,MutClust-Orig(g=10),MutClust-Orig,4982,753,1259,25,154,252,0.0261,0.0402,0.0205,1.0,1.0337,1.0,0.3374,-0.2598,1218
SARS-CoV-2,E_only,Wavelet(t=1.0),Wavelet,4982,753,1259,25,154,252,0.0363,0.0484,0.0252,0.6,1.2696,0.7143,0.2267,-0.1659,595
SARS-CoV-2,E_only,Wavelet(t=1.5),Wavelet,4982,753,1259,25,154,252,0.0023,0.0365,0.0206,0.16,1.0384,0.3506,0.1749,-0.0687,194
SARS-CoV-2,E_only,Wavelet(t=2.0),Wavelet,4982,753,1259,25,154,252,-0.0244,0.0,0.0,0.0,0.0,0.0584,0.0347,-0.0175,36
SARS-CoV-2,E_only,KDE(p=75),KDE,4982,753,1259,25,154,252,-0.0163,0.0295,0.0159,0.2,0.8019,0.5844,0.159,-0.1458,314
SARS-CoV-2,E_only,KDE(p=80),KDE,4982,753,1259,25,154,252,-0.0427,0.0144,0.0079,0.08,0.3997,0.5065,0.1151,-0.1375,252
SARS-CoV-2,E_only,KDE(p=85),KDE,4982,753,1259,25,154,252,-0.0439,0.0093,0.0053,0.04,0.2665,0.3247,0.0771,-0.0881,189
SARS-CoV-2,E_only,SlidingTest(p=0.05),SlidingTest,4982,753,1259,25,154,252,-0.0127,0.0,0.0,0.0,0.0,0.0,0.0382,0.0,10
SARS-CoV-2,E_only,GradPeak(p=0.2),GradPeak,4982,753,1259,25,154,252,0.0472,0.0553,0.0293,0.48,1.4776,0.487,0.2421,-0.0908,409
SARS-CoV-2,E_only,GradPeak(p=0.5),GradPeak,4982,753,1259,25,154,252,0.0254,0.0472,0.0251,0.4,1.2622,0.487,0.2458,-0.0989,399
SARS-CoV-2,E_only,LocalContrast(z=1.0),LocalContrast,4982,753,1259,25,154,252,-0.0061,0.023,0.0161,0.04,0.8123,0.0649,0.0637,0.0035,62
SARS-CoV-2,E_only,LocalContrast(z=1.5),LocalContrast,4982,753,1259,25,154,252,0.0014,0.0274,0.0208,0.04,1.0492,0.0649,0.06,0.0079,48
SARS-CoV-2,E_only,LocalContrast(z=2.0),LocalContrast,4982,753,1259,25,154,252,0.0033,0.0286,0.0222,0.04,1.1191,0.0649,0.0606,0.0091,45
SARS-CoV-2,E_only,"CUSUM(d=0.3,h=3.0)",CUSUM,4982,753,1259,25,154,252,0.0052,0.0386,0.0214,0.2,1.0761,0.3961,0.177,-0.0802,234
SARS-CoV-2,E_only,"CUSUM(d=0.5,h=4.0)",CUSUM,4982,753,1259,25,154,252,-0.0219,0.0,0.0,0.0,0.0,0.0065,0.0142,-0.0019,29
SARS-CoV-2,E_only,"CUSUM(d=0.5,h=5.0)",CUSUM,4982,753,1259,25,154,252,-0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
SARS-CoV-2,E_only,AdaptiveKnee,AdaptiveKnee,4982,753,1259,25,154,252,0.023,0.0482,0.0345,0.08,1.7366,0.0714,0.0645,0.0268,58
SARS-CoV-2,E_only,ScoreDBSCAN(ep=8),ScoreDBSCAN,4982,753,1259,25,154,252,0.0082,0.0317,0.0263,0.04,1.3253,0.0649,0.0621,0.0123,38
SARS-CoV-2,E_only,ScoreDBSCAN(ep=15),ScoreDBSCAN,4982,753,1259,25,154,252,0.0053,0.0299,0.0238,0.04,1.199,0.0649,0.0612,0.0104,42
SARS-CoV-2,E_only,Spectral(z=1.5),Spectral,4982,753,1259,25,154,252,0.0052,0.0351,0.0225,0.08,1.1317,0.0909,0.088,0.0078,89
SARS-CoV-2,E_only,Spectral(z=2.0),Spectral,4982,753,1259,25,154,252,0.0206,0.04,0.04,0.04,2.0144,0.0,0.0072,0.04,25
SARS-CoV-2,E_only,Bayes(prior=0.1),Bayes,4982,753,1259,25,154,252,0.0189,0.0449,0.0312,0.08,1.5737,0.0714,0.0696,0.0235,64
SARS-CoV-2,E_only,Bayes(prior=0.15),Bayes,4982,753,1259,25,154,252,0.017,0.0435,0.0299,0.08,1.5033,0.0714,0.069,0.022,67
SARS-CoV-2,E_only,Ensemble(v>=2),Ensemble,4982,753,1259,25,154,252,0.0033,0.0286,0.0222,0.04,1.1191,0.0649,0.0606,0.0091,45
SARS-CoV-2,E_only,Ensemble(v>=3),Ensemble,4982,753,1259,25,154,252,0.0033,0.0286,0.0222,0.04,1.1191,0.0649,0.0606,0.0091,45
SARS-CoV-2,E_only,AdaptWin(s=90),AdaptWin,4982,753,1259,25,154,252,-0.0213,0.0278,0.0149,0.2,0.7516,0.6299,0.1601,-0.1612,335
SARS-CoV-2,E_only,AdaptWin(s=85),AdaptWin,4982,753,1259,25,154,252,-0.0671,0.0234,0.0121,0.36,0.6084,0.7338,0.3009,-0.1968,745
SARS-CoV-2,E_only,FreqThresh(p=80),FreqThresh,4982,753,1259,25,154,252,-0.0306,0.0233,0.0125,0.16,0.6315,0.3766,0.2067,-0.0897,319
SARS-CoV-2,E_only,FreqThresh(p=85),FreqThresh,4982,753,1259,25,154,252,0.0073,0.0392,0.0223,0.16,1.1254,0.1429,0.0928,-0.0036,179
SARS-CoV-2,E_only,FreqThresh(p=90),FreqThresh,4982,753,1259,25,154,252,0.0469,0.0678,0.043,0.16,2.166,0.1104,0.0754,0.0347,93
SARS-CoV-2,E_only,FreqThresh(p=95),FreqThresh,4982,753,1259,25,154,252,-0.014,0.0,0.0,0.0,0.0,0.0455,0.0227,-0.0136,12
SARS-CoV-2,E_only,MutClust-Orig(g=10),MutClust-Orig,4982,753,1259,25,154,252,0.0464,0.0453,0.0232,0.92,1.17,0.8377,0.3076,-0.206,990
SARS-CoV-2,P*E^2,Wavelet(t=1.0),Wavelet,4982,753,1259,25,154,252,-0.0168,0.032,0.0168,0.32,0.8482,0.5714,0.2063,-0.1394,475
SARS-CoV-2,P*E^2,Wavelet(t=1.5),Wavelet,4982,753,1259,25,154,252,0.0123,0.0424,0.0237,0.2,1.1934,0.2662,0.1123,-0.0375,211
SARS-CoV-2,P*E^2,Wavelet(t=2.0),Wavelet,4982,753,1259,25,154,252,0.0579,0.0777,0.0513,0.16,2.5826,0.013,0.0121,0.0738,78
SARS-CoV-2,P*E^2,KDE(p=75),KDE,4982,753,1259,25,154,252,-0.0691,0.0059,0.0032,0.04,0.1599,0.5584,0.134,-0.1617,315
SARS-CoV-2,P*E^2,KDE(p=80),KDE,4982,753,1259,25,154,252,-0.057,0.0072,0.004,0.04,0.1998,0.3312,0.0992,-0.0921,252
SARS-CoV-2,P*E^2,KDE(p=85),KDE,4982,753,1259,25,154,252,-0.0439,0.0093,0.0053,0.04,0.2665,0.0325,0.0408,-0.0004,189
SARS-CoV-2,P*E^2,GradPeak(p=0.2),GradPeak,4982,753,1259,25,154,252,0.0472,0.0553,0.0293,0.48,1.4776,0.4351,0.236,-0.0752,409
SARS-CoV-2,P*E^2,GradPeak(p=0.5),GradPeak,4982,753,1259,25,154,252,0.0541,0.0587,0.0312,0.48,1.5737,0.4156,0.2233,-0.066,384
SARS-CoV-2,P*E^2,LocalContrast(z=1.0),LocalContrast,4982,753,1259,25,154,252,-0.0061,0.023,0.0161,0.04,0.8123,0.0649,0.0573,0.0035,62
SARS-CoV-2,P*E^2,LocalContrast(z=1.5),LocalContrast,4982,753,1259,25,154,252,-0.0261,0.0,0.0,0.0,0.0,0.0649,0.0614,-0.0195,41
SARS-CoV-2,P*E^2,LocalContrast(z=2.0),LocalContrast,4982,753,1259,25,154,252,-0.0211,0.0,0.0,0.0,0.0,0.0455,0.0358,-0.0136,27
SARS-CoV-2,P*E^2,"CUSUM(d=0.3,h=3.0)",CUSUM,4982,753,1259,25,154,252,0.0098,0.041,0.0228,0.2,1.1498,0.1558,0.0977,-0.0058,219
SARS-CoV-2,P*E^2,"CUSUM(d=0.5,h=4.0)",CUSUM,4982,753,1259,25,154,252,0.0677,0.087,0.0597,0.16,3.0066,0.013,0.0188,0.0831,67
SARS-CoV-2,P*E^2,"CUSUM(d=0.5,h=5.0)",CUSUM,4982,753,1259,25,154,252,0.0906,0.1096,0.0833,0.16,4.1967,0.013,0.0133,0.1057,48
SARS-CoV-2,P*E^2,AdaptiveKnee,AdaptiveKnee,4982,753,1259,25,154,252,0.0033,0.0286,0.0222,0.04,1.1191,0.0649,0.0606,0.0091,45
SARS-CoV-2,P*E^2,Spectral(z=1.5),Spectral,4982,753,1259,25,154,252,0.0408,0.0638,0.0435,0.12,2.1896,0.0649,0.0374,0.0443,69
SARS-CoV-2,P*E^2,Spectral(z=2.0),Spectral,4982,753,1259,25,154,252,0.0614,0.08,0.08,0.08,4.0288,0.0065,0.0,0.0781,25
SARS-CoV-2,P*E^2,Bayes(prior=0.1),Bayes,4982,753,1259,25,154,252,0.0329,0.0571,0.0375,0.12,1.8885,0.0714,0.0663,0.0357,80
SARS-CoV-2,P*E^2,Bayes(prior=0.15),Bayes,4982,753,1259,25,154,252,0.0274,0.0526,0.0337,0.12,1.6975,0.1104,0.0762,0.0195,89
SARS-CoV-2,P*E^2,Ensemble(v>=2),Ensemble,4982,753,1259,25,154,252,-0.0194,0.0,0.0,0.0,0.0,0.0649,0.0364,-0.0195,23
SARS-CoV-2,P*E^2,Ensemble(v>=3),Ensemble,4982,753,1259,25,154,252,-0.0161,0.0,0.0,0.0,0.0,0.0455,0.0299,-0.0136,16
SARS-CoV-2,P*E^2,AdaptWin(s=90),AdaptWin,4982,753,1259,25,154,252,0.0195,0.0465,0.0263,0.2,1.3253,0.2662,0.1176,-0.0334,190
SARS-CoV-2,P*E^2,AdaptWin(s=85),AdaptWin,4982,753,1259,25,154,252,-0.0433,0.0247,0.0129,0.28,0.6504,0.5714,0.2544,-0.1467,542
SARS-CoV-2,P*E^2,FreqThresh(p=80),FreqThresh,4982,753,1259,25,154,252,-0.0306,0.0233,0.0125,0.16,0.6315,0.3766,0.2067,-0.0897,319
SARS-CoV-2,P*E^2,FreqThresh(p=85),FreqThresh,4982,753,1259,25,154,252,0.0073,0.0392,0.0223,0.16,1.1254,0.1429,0.0928,-0.0036,179
SARS-CoV-2,P*E^2,FreqThresh(p=90),FreqThresh,4982,753,1259,25,154,252,0.0469,0.0678,0.043,0.16,2.166,0.1104,0.0754,0.0347,93
SARS-CoV-2,P*E^2,FreqThresh(p=95),FreqThresh,4982,753,1259,25,154,252,-0.0161,0.0,0.0,0.0,0.0,0.0455,0.0299,-0.0136,16
SARS-CoV-2,P*E^2,"SWAN(w=10,k=1.0)",SWAN,4982,753,1259,25,154,252,0.0123,0.0345,0.0303,0.04,1.5261,0.0,0.007,0.0345,33
SARS-CoV-2,P*E^2,MutClust-Orig(g=10),MutClust-Orig,4982,753,1259,25,154,252,0.0549,0.0493,0.0254,0.84,1.2788,0.7662,0.2799,-0.1806,827
SARS-CoV-2,rank(P*E),Wavelet(t=1.0),Wavelet,4982,753,1259,25,154,252,0.0077,0.0402,0.0209,0.56,1.0507,0.5909,0.2579,-0.137,671
SARS-CoV-2,rank(P*E),Wavelet(t=1.5),Wavelet,4982,753,1259,25,154,252,-0.0189,0.0251,0.014,0.12,0.706,0.1753,0.1288,-0.0275,214
SARS-CoV-2,rank(P*E),Wavelet(t=2.0),Wavelet,4982,753,1259,25,154,252,-0.0261,0.0,0.0,0.0,0.0,0.0,0.0341,0.0,41
SARS-CoV-2,rank(P*E),KDE(p=75),KDE,4982,753,1259,25,154,252,-0.0822,0.0,0.0,0.0,0.0,0.4935,0.2399,-0.1481,315
SARS-CoV-2,rank(P*E),KDE(p=80),KDE,4982,753,1259,25,154,252,-0.0712,0.0,0.0,0.0,0.0,0.3896,0.2262,-0.1169,252
SARS-CoV-2,rank(P*E),KDE(p=85),KDE,4982,753,1259,25,154,252,-0.0598,0.0,0.0,0.0,0.0,0.1948,0.2177,-0.0584,189
SARS-CoV-2,rank(P*E),SlidingTest(p=0.01),SlidingTest,4982,753,1259,25,154,252,-0.1043,0.0,0.0,0.0,0.0,0.5455,0.2832,-0.1636,440
SARS-CoV-2,rank(P*E),SlidingTest(p=0.05),SlidingTest,4982,753,1259,25,154,252,-0.1266,0.0031,0.0016,0.04,0.0826,0.7987,0.29,-0.2365,610
SARS-CoV-2,rank(P*E),GradPeak(p=0.2),GradPeak,4982,753,1259,25,154,252,0.027,0.0449,0.0233,0.64,1.1729,0.5195,0.2833,-0.1109,687
SARS-CoV-2,rank(P*E),GradPeak(p=0.5),GradPeak,4982,753,1259,25,154,252,0.0442,0.0539,0.0286,0.48,1.4389,0.3831,0.1964,-0.061,420
SARS-CoV-2,rank(P*E),LocalContrast(z=1.0),LocalContrast,4982,753,1259,25,154,252,-0.0081,0.0315,0.0175,0.16,0.8797,0.2597,0.1247,-0.0464,229
SARS-CoV-2,rank(P*E),LocalContrast(z=1.5),LocalContrast,4982,753,1259,25,154,252,0.0298,0.0545,0.0353,0.12,1.7774,0.0779,0.0653,0.0312,85
SARS-CoV-2,rank(P*E),LocalContrast(z=2.0),LocalContrast,4982,753,1259,25,154,252,0.0033,0.0286,0.0222,0.04,1.1191,0.013,0.0337,0.0247,45
SARS-CoV-2,rank(P*E),"CUSUM(d=0.3,h=3.0)",CUSUM,4982,753,1259,25,154,252,0.0106,0.0392,0.02,1.0,1.0056,1.0,0.3298,-0.2608,1252
SARS-CoV-2,rank(P*E),"CUSUM(d=0.5,h=4.0)",CUSUM,4982,753,1259,25,154,252,-0.0377,0.0288,0.0149,0.4,0.7516,0.1818,0.2148,-0.0258,670
SARS-CoV-2,rank(P*E),"CUSUM(d=0.5,h=5.0)",CUSUM,4982,753,1259,25,154,252,-0.0328,0.0289,0.0151,0.36,0.7579,0.1623,0.1882,-0.0198,598
SARS-CoV-2,rank(P*E),ScoreDBSCAN(ep=8),ScoreDBSCAN,4982,753,1259,25,154,252,0.0231,0.0417,0.0435,0.04,2.1896,0.0065,0.0145,0.0397,23
SARS-CoV-2,rank(P*E),ScoreDBSCAN(ep=15),ScoreDBSCAN,4982,753,1259,25,154,252,0.0478,0.0556,0.0909,0.04,4.5782,0.013,0.0,0.0517,11
SARS-CoV-2,rank(P*E),Spectral(z=1.5),Spectral,4982,753,1259,25,154,252,0.0574,0.0789,0.0588,0.12,2.9624,0.0455,0.0528,0.0653,51
SARS-CoV-2,rank(P*E),Spectral(z=2.0),Spectral,4982,753,1259,25,154,252,0.0275,0.0444,0.05,0.04,2.518,0.0195,0.0147,0.0386,20
SARS-CoV-2,rank(P*E),Bayes(prior=0.1),Bayes,4982,753,1259,25,154,252,-0.0787,0.0178,0.0092,0.24,0.4649,0.7792,0.2905,-0.216,650
SARS-CoV-2,rank(P*E),Bayes(prior=0.15),Bayes,4982,753,1259,25,154,252,-0.096,0.0161,0.0083,0.24,0.4185,0.8831,0.3039,-0.2489,722
SARS-CoV-2,rank(P*E),Ensemble(v>=2),Ensemble,4982,753,1259,25,154,252,0.0469,0.0678,0.043,0.16,2.166,0.1104,0.0754,0.0347,93
SARS-CoV-2,rank(P*E),Ensemble(v>=3),Ensemble,4982,753,1259,25,154,252,-0.0251,0.0,0.0,0.0,0.0,0.0649,0.0483,-0.0195,38
SARS-CoV-2,rank(P*E),AdaptWin(s=90),AdaptWin,4982,753,1259,25,154,252,-0.0355,0.0236,0.0126,0.2,0.6327,0.6818,0.2031,-0.1809,398
SARS-CoV-2,rank(P*E),AdaptWin(s=85),AdaptWin,4982,753,1259,25,154,252,-0.0686,0.0219,0.0114,0.32,0.5723,0.7727,0.3054,-0.2099,704
SARS-CoV-2,rank(P*E),FreqThresh(p=80),FreqThresh,4982,753,1259,25,154,252,-0.0216,0.0261,0.0142,0.16,0.7169,0.3442,0.1538,-0.0771,281
SARS-CoV-2,rank(P*E),FreqThresh(p=85),FreqThresh,4982,753,1259,25,154,252,0.0152,0.044,0.0255,0.16,1.2831,0.1429,0.0733,0.0011,157
SARS-CoV-2,rank(P*E),FreqThresh(p=90),FreqThresh,4982,753,1259,25,154,252,0.0469,0.0678,0.043,0.16,2.166,0.1104,0.0754,0.0347,93
SARS-CoV-2,rank(P*E),FreqThresh(p=95),FreqThresh,4982,753,1259,25,154,252,-0.0145,0.0,0.0,0.0,0.0,0.026,0.0151,-0.0078,13
SARS-CoV-2,rank(P*E),"SWAN(w=10,k=1.0)",SWAN,4982,753,1259,25,154,252,-0.0277,0.0,0.0,0.0,0.0,0.1039,0.0336,-0.0312,46
SARS-CoV-2,rank(P*E),MutClust-Orig(g=10),MutClust-Orig,4982,753,1259,25,154,252,-0.0114,0.0384,0.0196,0.96,0.9866,1.0,0.3372,-0.2616,1225
H3N2,E*rare,Wavelet(t=1.0),Wavelet,2644,2562,543,25,10,114,0.0968,0.1302,0.0737,0.56,1.6004,0.3,0.2895,0.0402,190
H3N2,E*rare,Wavelet(t=1.5),Wavelet,2644,2562,543,25,10,114,0.0796,0.1319,0.0909,0.24,1.9745,0.0,0.2111,0.1319,66
H3N2,E*rare,Wavelet(t=2.0),Wavelet,2644,2562,543,25,10,114,0.0883,0.1356,0.1176,0.16,2.5553,0.0,0.1622,0.1356,34
H3N2,E*rare,KDE(p=75),KDE,2644,2562,543,25,10,114,0.2381,0.2236,0.1324,0.72,2.8747,0.3,0.272,0.1336,136
H3N2,E*rare,KDE(p=80),KDE,2644,2562,543,25,10,114,0.2629,0.2537,0.156,0.68,3.3875,0.2,0.2691,0.1937,109
H3N2,E*rare,KDE(p=85),KDE,2644,2562,543,25,10,114,0.3246,0.3178,0.2073,0.68,4.5029,0.1,0.2245,0.2878,82
H3N2,E*rare,GradPeak(p=0.2),GradPeak,2644,2562,543,25,10,114,-0.0203,0.0761,0.0417,0.44,0.905,0.6,0.291,-0.1039,264
H3N2,E*rare,GradPeak(p=0.5),GradPeak,2644,2562,543,25,10,114,-0.0373,0.0656,0.0365,0.32,0.7934,0.2,0.2883,0.0056,219
H3N2,E*rare,LocalContrast(z=1.0),LocalContrast,2644,2562,543,25,10,114,0.071,0.1154,0.1111,0.12,2.4133,0.0,0.0993,0.1154,27
H3N2,E*rare,LocalContrast(z=1.5),LocalContrast,2644,2562,543,25,10,114,-0.0407,0.0,0.0,0.0,0.0,0.0,0.0606,0.0,18
H3N2,E*rare,LocalContrast(z=2.0),LocalContrast,2644,2562,543,25,10,114,-0.037,0.0,0.0,0.0,0.0,0.0,0.062,0.0,15
H3N2,E*rare,"CUSUM(d=0.3,h=3.0)",CUSUM,2644,2562,543,25,10,114,0.2195,0.2472,0.1719,0.44,3.7331,0.1,0.2584,0.2172,64
H3N2,E*rare,"CUSUM(d=0.5,h=4.0)",CUSUM,2644,2562,543,25,10,114,0.068,0.1132,0.1071,0.12,2.3271,0.0,0.169,0.1132,28
H3N2,E*rare,"CUSUM(d=0.5,h=5.0)",CUSUM,2644,2562,543,25,10,114,0.0166,0.05,0.0667,0.04,1.448,0.0,0.1085,0.05,15
H3N2,E*rare,AdaptiveKnee,AdaptiveKnee,2644,2562,543,25,10,114,0.1665,0.2041,0.2083,0.2,4.525,0.0,0.0725,0.2041,24
H3N2,E*rare,Spectral(z=1.5),Spectral,2644,2562,543,25,10,114,0.0471,0.087,0.0952,0.08,2.0686,0.0,0.1037,0.087,21
H3N2,E*rare,Spectral(z=2.0),Spectral,2644,2562,543,25,10,114,0.0656,0.0976,0.125,0.08,2.715,0.0,0.0769,0.0976,16
H3N2,E*rare,Bayes(prior=0.1),Bayes,2644,2562,543,25,10,114,0.0363,0.1,0.0581,0.36,1.2612,0.4,0.2825,-0.02,155
H3N2,E*rare,Bayes(prior=0.15),Bayes,2644,2562,543,25,10,114,0.0305,0.0968,0.0559,0.36,1.2142,0.4,0.3055,-0.0232,161
H3N2,E*rare,Ensemble(v>=2),Ensemble,2644,2562,543,25,10,114,-0.0232,0.0,0.0,0.0,0.0,0.0,0.05,0.0,6
H3N2,E*rare,Ensemble(v>=3),Ensemble,2644,2562,543,25,10,114,-0.0232,0.0,0.0,0.0,0.0,0.0,0.05,0.0,6
H3N2,E*rare,AdaptWin(s=90),AdaptWin,2644,2562,543,25,10,114,0.0886,0.1389,0.1064,0.2,2.3106,0.1,0.1366,0.1089,47
H3N2,E*rare,AdaptWin(s=85),AdaptWin,2644,2562,543,25,10,114,0.0862,0.1316,0.0787,0.4,1.7102,0.4,0.3071,0.0116,127
H3N2,E*rare,FreqThresh(p=80),FreqThresh,2644,2562,543,25,10,114,0.047,0.1069,0.066,0.28,1.4343,0.4,0.2273,-0.0131,106
H3N2,E*rare,FreqThresh(p=85),FreqThresh,2644,2562,543,25,10,114,0.1145,0.1609,0.1129,0.28,2.4523,0.2,0.2159,0.1009,62
H3N2,E*rare,FreqThresh(p=90),FreqThresh,2644,2562,543,25,10,114,0.1665,0.2041,0.2083,0.2,4.525,0.0,0.0725,0.2041,24
H3N2,E*rare,FreqThresh(p=95),FreqThresh,2644,2562,543,25,10,114,-0.0164,0.0,0.0,0.0,0.0,0.0,0.0513,0.0,3
H3N2,E*rare,"SWAN(w=10,k=1.0)",SWAN,2644,2562,543,25,10,114,-0.0418,0.0,0.0,0.0,0.0,0.0,0.1203,0.0,19
H3N2,E*rare,"SWAN(w=10,k=1.5)",SWAN,2644,2562,543,25,10,114,-0.0301,0.0,0.0,0.0,0.0,0.0,0.0645,0.0,10
H3N2,E*rare,MutClust-Orig(g=10),MutClust-Orig,2644,2562,543,25,10,114,0.0865,0.1081,0.1667,0.08,3.62,0.0,0.0476,0.1081,12
H3N2,P*E*rare,Wavelet(t=1.0),Wavelet,2644,2562,543,25,10,114,0.232,0.2302,0.1404,0.64,3.0484,0.3,0.2018,0.1402,114
